,author,avgRating,bookid,genre1,genre2,isbn,lang,name,rating1,rating2,rating3,rating4,rating5,rating_count,url
136,Ian Fleming,3.74,3758,Fiction,Thriller,9.78014E+12,English,Casino Royale (James Bond (Original Series) #1),807,3392,15397,19560,11248,50404,https://www.goodreads.com/book/show/3758.Casino_Royale
137,Patrick Rothfuss,4.55,186074,Fantasy,Fiction,9.78076E+12,English,The Name of the Wind (The Kingkiller Chronicle #1),6747,9909,32539,107391,351417,508003,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind
138,David Flanagan,4.01,2485075,Computer Science,Reference,9.7806E+12,English,The Ruby Programming Language,11,37,194,367,312,921,https://www.goodreads.com/book/show/2485075.The_Ruby_Programming_Language
139,Lance Armstrong,3.72,2265,Sports,Biography,9.78043E+12,English,It's Not about the Bike: My Journey Back to Life,1310,2457,9482,13488,8370,35107,https://www.goodreads.com/book/show/2265.It_s_Not_about_the_Bike
140,Tepilit Ole Saitoti,3.88,178186,Cultural,Nonfiction,9.78052E+12,English,The Worlds of a Maasai Warrior: An Autobiography,3,13,76,123,75,290,https://www.goodreads.com/book/show/178186.The_Worlds_of_a_Maasai_Warrior
141,Orson Scott Card,4.3,901,Science Fiction,Fiction,9.78077E+12,English,Ender's Game (Ender's Saga #1),16076,29132,109695,281097,493855,929855,https://www.goodreads.com/book/show/901.Ender_s_Game
142,J.K. Rowling,4.54,5,Fantasy,Young Adult,9.78044E+12,English,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),7181,21277,172691,537789,1376715,2115653,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
143,Roald Dahl,4,31646,Childrens,Fantasy,9.78059E+12,English,James and the Giant Peach,4752,14140,69313,110547,111254,310006,https://www.goodreads.com/book/show/31646.James_and_the_Giant_Peach
144,Bill Watterson,4.72,24816,Sequential Art,Humor,9.78084E+12,English,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),14,57,717,2984,12529,16301,https://www.goodreads.com/book/show/24816.Homicidal_Psycho_Jungle_Cat
145,Dava Sobel,3.75,18646,History,Nonfiction,9.78014E+12,English,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",711,1704,6428,8948,5977,23768,https://www.goodreads.com/book/show/18646.Galileo_s_Daughter
146,Bill Bryson,4.19,21,History,Nonfiction,9.78077E+12,English,A Short History of Nearly Everything,3873,7690,31813,76927,102129,222432,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything
147,Robert A. Caro,4.43,16064871,Biography,History,,English,The Path to Power (The Years of Lyndon Johnson #1),250,279,1036,3162,7615,12342,https://www.goodreads.com/book/show/16064871-the-path-to-power
148,Ronald A. Heifetz,4.03,210009,Leadership,Business,9.78158E+12,English,Leadership on the Line: Staying Alive Through the Dangers of Leading,19,76,273,522,528,1418,https://www.goodreads.com/book/show/210009.Leadership_on_the_Line
149,Richard Branson,3.96,211099,Business,Nonfiction,9.78081E+12,English,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",1761,1829,6675,12608,14311,37184,https://www.goodreads.com/book/show/211099.Losing_My_Virginity
150,George Orwell,3.89,7613,Classics,Science Fiction,9.78045E+12,English,Animal Farm,70115,141194,456720,751812,717061,2136902,https://www.goodreads.com/book/show/7613.Animal_Farm
151,Neal Stephenson,4.19,6563914,Science Fiction,Fiction,,English,The Diamond Age,652,2362,10781,25288,31003,70086,https://www.goodreads.com/book/show/6563914-the-diamond-age
152,Antoine de Saint-Exupéry,4.29,157993,Childrens,Classics,9.78016E+12,English,The Little Prince,16981,36241,125349,252276,526646,957493,https://www.goodreads.com/book/show/157993.The_Little_Prince
153,W. Somerset Maugham,4.18,31196,Fiction,Classics,9.7814E+12,English,The Razor's Edge,237,960,4794,11451,12942,30384,https://www.goodreads.com/book/show/31196.The_Razor_s_Edge
154,Jean de Brunhoff,4.18,42407,Childrens,Childrens,9.78141E+12,English,Babar the King (Babar #3),216,606,2892,3731,7384,14829,https://www.goodreads.com/book/show/42407.Babar_the_King
155,James Fenimore Cooper,3.7,38296,Classics,Fiction,9.78055E+12,English,The Last of the Mohicans (The Leatherstocking Tales #2),3167,7252,20442,25147,21121,77129,https://www.goodreads.com/book/show/38296.The_Last_of_the_Mohicans
156,Alice Schroeder,4.07,2054761,Biography,Business,9.78055E+12,English,The Snowball: Warren Buffett and the Business of Life,899,1326,5117,10431,12642,30415,https://www.goodreads.com/book/show/2054761.The_Snowball
157,F. Scott Fitzgerald,3.9,4671,Classics,Fiction,9.78074E+12,English,The Great Gatsby,92614,210218,650904,1013730,1045621,3013087,https://www.goodreads.com/book/show/4671.The_Great_Gatsby
158,Andrea Beaty,4.45,1969280,,,9.78081E+12,English,"Iggy Peck, Architect",10,48,288,1063,1917,3326,https://www.goodreads.com/book/show/1969280.Iggy_Peck_Architect
159,Philip Pullman,4.26,18116,Fantasy,Young Adult,9.78044E+12,English,His Dark Materials (His Dark Materials #1-3),1717,3855,13932,32706,54577,106787,https://www.goodreads.com/book/show/18116.His_Dark_Materials
160,Gerald Durrell,4.32,32570472,Nonfiction,Autobiography,,English,"Birds, Beasts and Relatives (Corfu Trilogy #2)",15,57,586,1796,2279,4733,https://www.goodreads.com/book/show/32570472-birds-beasts-and-relatives
161,James Joyce,3.86,11012,Classics,Fiction,9.78019E+12,English,Dubliners,2220,6710,23696,35929,29605,98160,https://www.goodreads.com/book/show/11012.Dubliners
162,Don Freeman,4.28,231850,,,9.78067E+12,English,Corduroy (Corduroy),2073,5487,25875,43803,90274,167512,https://www.goodreads.com/book/show/231850.Corduroy
163,Franklin W. Dixon,3.73,944102,Mystery,Fiction,9.78045E+12,English,The Sting of the Scorpion (Hardy Boys #58),7,47,283,214,197,748,https://www.goodreads.com/book/show/944102.The_Sting_of_the_Scorpion
164,Gerald Durrell,4.35,32570572,Nonfiction,Biography,,English,The Garden of the Gods (Corfu Trilogy #3),2,23,328,963,1300,2616,https://www.goodreads.com/book/show/32570572-the-garden-of-the-gods
165,Mario Puzo,4.36,22034,Fiction,Classics,9.78045E+12,English,The Godfather (Mario Puzo's Mafia),2961,6134,30851,86967,154491,281404,https://www.goodreads.com/book/show/22034.The_Godfather
166,Timothy Ferriss,3.85,368593,Business,Nonfiction,9.78031E+12,English,The 4-Hour Workweek,3263,7321,20820,30021,31091,92516,https://www.goodreads.com/book/show/368593.The_4_Hour_Workweek
167,Franklin W. Dixon,3.74,278662,Mystery,Fiction,9.78045E+12,English,The Jungle Pyramid (Hardy Boys #56),5,68,337,296,242,948,https://www.goodreads.com/book/show/278662.The_Jungle_Pyramid
168,Douglas Adams,4.22,8695,Fiction,Science Fiction,,English,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),763,3996,28834,71460,79985,185038,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe
169,Mark Twain,3.81,2956,Historical,Young Adult,9.78014E+12,English,The Adventures of Huckleberry Finn (The Adventures of Tom and Huck #2),29455,79025,264483,358096,310110,1041169,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn
170,Franklin W. Dixon,3.7,76964,Mystery,Fiction,9.78045E+12,English,Mystery of the Whale Tattoo (Hardy Boys #47),11,64,409,356,246,1086,https://www.goodreads.com/book/show/76964.Mystery_of_the_Whale_Tattoo
171,David Chilton,4,2674,Economics,Nonfiction,9.78097E+12,English,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,99,323,1431,2296,2375,6524,https://www.goodreads.com/book/show/2674.The_Wealthy_Barber
172,Isaac Asimov,4.18,41804,Science Fiction,Fiction,9.78055E+12,English,"I, Robot (Robot 0.1)",1274,5594,36664,86388,90650,220570,https://www.goodreads.com/book/show/41804.I_Robot
173,Richard Feynman,4.28,5544,Science,Nonfiction,9.78039E+12,English,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2570,3192,12438,34405,57880,110485,https://www.goodreads.com/book/show/5544.Surely_You_re_Joking_Mr_Feynman_
174,Elio Vittorini,3.72,1165806,Fiction,European Literature,9.78081E+12,English,Conversations in Sicily,32,101,329,432,294,1188,https://www.goodreads.com/book/show/1165806.Conversations_in_Sicily
175,Stieg Larsson,4.12,2429135,Fiction,Mystery,9.78031E+12,English,The Girl with the Dragon Tattoo (Millennium #1),58952,91632,304887,717032,918225,2090728,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
176,Dave Thomas,3.89,45,Science,Nonfiction,9.78098E+12,English,Agile Web Development with Rails: A Pragmatic Guide,11,86,429,729,451,1706,https://www.goodreads.com/book/show/45.Agile_Web_Development_with_Rails
177,Kurt Vonnegut,4.06,4981,Fiction,Science Fiction,9.78039E+12,English,Slaughterhouse-Five,25900,47706,160370,318686,392596,945258,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five
178,Philip Pullman,4.11,119324,Young Adult,Fiction,9.78068E+12,English,The Subtle Knife (His Dark Materials #2),4068,11961,50353,103527,119398,289307,https://www.goodreads.com/book/show/119324.The_Subtle_Knife
179,J.R.R. Tolkien,4.25,5907,Adventure,Young Adult,9.78062E+12,English,The Hobbit (Middle-Earth Universe),48119,80305,303312,705080,1199828,2336644,https://www.goodreads.com/book/show/5907.The_Hobbit
180,Philip Pullman,3.95,119322,Favorites,Young Adult,9.78068E+12,English,The Golden Compass (His Dark Materials #1),39820,67299,208962,333053,409535,1058669,https://www.goodreads.com/book/show/119322.The_Golden_Compass
181,George R.R. Martin,4.45,6984678,Adult,Fantasy,9.78055E+12,English,A Game of Thrones (A Song of Ice and Fire #1),22353,31581,123524,436627,962478,1576563,https://www.goodreads.com/book/show/6984678-a-game-of-thrones
182,Yann Martel,3.89,1226,Fantasy,Adventure,9.78016E+12,English,Life of Pi,40471,75951,224676,395964,372050,1109112,https://www.goodreads.com/book/show/1226.Life_of_Pi
183,Dan Simmons,4.22,77566,Science Fiction,Fiction,9.78055E+12,English,Hyperion (Hyperion Cantos #1),2396,5802,19472,44289,68639,140598,https://www.goodreads.com/book/show/77566.Hyperion
184,Alexandre Dumas,4.23,7126,Classics,Fiction,9.78014E+12,English,The Count of Monte Cristo,10768,23280,93498,192347,315481,635374,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo
185,Richard  Adams,4.06,76620,Classics,Fiction,9.78038E+12,English,Watership Down (Watership Down #1),9513,16375,54986,106656,135458,322988,https://www.goodreads.com/book/show/76620.Watership_Down
186,Ray Bradbury,3.98,4380,Science Fiction,Academic,9.78951E+12,English,Fahrenheit 451,29895,68090,252603,455871,451232,1257691,https://www.goodreads.com/book/show/4380.Fahrenheit_451
187,Paul Conrad,4.6,411703,Politics,Humor,9.78096E+12,English,Conartist,0,0,1,0,4,5,https://www.goodreads.com/book/show/411703.Conartist
188,Alexandre Dumas,4.06,7190,Classics,Fiction,,English,The Three Musketeers (The d'Artagnan Romances #1),2348,8700,48657,88324,87832,235861,https://www.goodreads.com/book/show/7190.The_Three_Musketeers
189,A.A. Milne,4.34,99107,Childrens,Fiction,9.78053E+12,English,Winnie-the-Pooh (Winnie-the-Pooh #1),2715,5414,29033,62620,124037,223819,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh
190,Raymond Chandler,4.03,2052,Mystery,Fiction,9.78039E+12,English,The Big Sleep (Philip Marlowe #1),1738,4468,18717,37257,35422,97602,https://www.goodreads.com/book/show/2052.The_Big_Sleep
191,Arthur Conan Doyle,4.3,3590,Classics,Mystery,9.78019E+12,English,The Adventures of Sherlock Holmes (The Adventures of Sherlock Holmes #1-12),984,3240,26473,72902,95632,199231,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes
192,Patrick O'Brian,4.29,77432,Fiction,Historical,9.78039E+12,English,Post Captain (Aubrey & Maturin #2),38,242,1862,5745,6693,14580,https://www.goodreads.com/book/show/77432.Post_Captain
193,Napoleon Hill,4.17,1004,Self Help,Economics,9.78158E+12,English,Think and Grow Rich,3007,5967,19916,36527,63356,128773,https://www.goodreads.com/book/show/1004.Think_and_Grow_Rich
194,Eliyahu M. Goldratt,4.02,8125726,Business,Leadership,,English,The Goal: A Process of Ongoing Improvement,1001,2124,7540,14134,15522,40321,https://www.goodreads.com/book/show/8125726-the-goal
195,Isak Dinesen,3.96,781787,Nonfiction,Cultural,9.78068E+12,English,Out of Africa,489,1478,5680,9909,9139,26695,https://www.goodreads.com/book/show/781787.Out_of_Africa
196,John le Carré,4.07,19494,Fiction,Thriller,,English,The Spy Who Came In from the Cold (George Smiley),364,1867,9831,22103,18306,52471,https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold
197,Sandra Boynton,4,488908,,,9.78067E+12,English,Doggies: A Counting and Barking Book,71,289,1091,1394,1905,4750,https://www.goodreads.com/book/show/488908.Doggies
198,Franklin W. Dixon,3.78,76961,Mystery,Fiction,9.78045E+12,English,Mystery of the Flying Express (Hardy Boys #20),10,101,478,424,397,1410,https://www.goodreads.com/book/show/76961.Mystery_of_the_Flying_Express
199,Jean de Brunhoff,4.01,502362,Childrens,Childrens,9.78039E+12,English,Babar and Zephir (Babar #5),3,19,60,75,109,266,https://www.goodreads.com/book/show/502362.Babar_and_Zephir
200,Neal Stephenson,4.25,816,Fiction,Science Fiction,9.78006E+12,English,Cryptonomicon,1317,3146,11065,27763,42487,85778,https://www.goodreads.com/book/show/816.Cryptonomicon
201,George R.R. Martin,4.54,62291,Fiction,Fantasy,9.78055E+12,English,A Storm of Swords (A Song of Ice and Fire #3),1532,5048,38272,157247,355590,557689,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords
202,Gary Paulsen,3.69,50,Young Adult,Fiction,9.78069E+12,English,Hatchet (Brian's Saga #1),12765,23655,62819,78388,70698,248325,https://www.goodreads.com/book/show/50.Hatchet
203,Steven Pressfield,4.41,1306,Fiction,Historical,9.78055E+12,English,Gates Of Fire,169,452,2331,6743,12893,22588,https://www.goodreads.com/book/show/1306.Gates_Of_Fire
204,Bill Peet,4.23,13792790,Childrens,Childrens,9.78081E+12,English,Cyrus the Unsinkable Sea Serpent,2,12,156,290,378,838,https://www.goodreads.com/book/show/13792790-cyrus-the-unsinkable-sea-serpent
205,Jules Verne,3.87,33507,Classics,Science Fiction,9.78076E+12,English,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages #6),2466,9495,41184,58878,46613,158636,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea
206,James C. Collins,4.05,76865,Business,Buisness,9.78007E+12,English,Good to Great: Why Some Companies Make the Leap... and Others Don't,1585,3862,17837,35352,35320,93956,https://www.goodreads.com/book/show/76865.Good_to_Great
207,Robert A. Caro,4.23,18919798,Biography,History,,English,Means of Ascent: The Years of Lyndon Johnson II (The Years of Lyndon Johnson #2),410,747,2378,4330,8888,16753,https://www.goodreads.com/book/show/18919798-means-of-ascent
208,Franklin W. Dixon,3.89,87976,Young Adult,Childrens,9.78156E+12,English,The Tower Treasure (Hardy Boys #1),156,653,3477,3736,3964,11986,https://www.goodreads.com/book/show/87976.The_Tower_Treasure
209,Martin Dugard,4.06,595069,History,Nonfiction,9.78077E+12,English,Into Africa: The Epic Adventures of Stanley & Livingstone,40,142,885,1937,1574,4578,https://www.goodreads.com/book/show/595069.Into_Africa
210,Ernest Hemingway,3.83,3876,Classics,Fiction,,English,The Sun Also Rises (Fiesta),10022,24953,73442,110703,98092,317212,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises
211,Franklin W. Dixon,3.74,76963,Mystery,Fiction,9.78045E+12,English,The Mystery of the Spiral Bridge (Hardy Boys #45),12,54,373,310,253,1002,https://www.goodreads.com/book/show/76963.The_Mystery_of_the_Spiral_Bridge
212,Bill Watterson,4.73,59715,Sequential Art,Humor,9.78075E+12,English,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury (Calvin and Hobbes),19,64,732,3399,14739,18953,https://www.goodreads.com/book/show/59715.The_Authoritative_Calvin_and_Hobbes
213,Chris Anderson,3.8,2574,Business,Nonfiction,9.7814E+12,English,The Long Tail: Why the Future of Business Is Selling Less of More,959,1698,5900,9308,7261,25126,https://www.goodreads.com/book/show/2574.The_Long_Tail
214,E.B. White,4.15,32923,Classics,Fiction,9.78006E+12,English,Charlotte's Web,20369,43855,202579,368039,530076,1164918,https://www.goodreads.com/book/show/32923.Charlotte_s_Web
215,Fiona Watt,4.1,739484,Childrens,Childrens,9.78079E+12,English,That's Not My Dinosaur (Usborne Touchy-Feely Books),29,60,286,424,635,1434,https://www.goodreads.com/book/show/739484.That_s_Not_My_Dinosaur
216,Bill Watterson,4.69,24818,Sequential Art,Humor,9.78084E+12,English,The Days Are Just Packed (Calvin and Hobbes #8),114,151,958,3721,16092,21036,https://www.goodreads.com/book/show/24818.The_Days_Are_Just_Packed
217,Robert A. Heinlein,3.91,350,Science Fiction,Fiction,9.78044E+12,English,Stranger in a Strange Land,10720,16956,47379,73339,91870,240264,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land
218,Michael Levin,4.18,24769588,Parenting,Education,,English,The Reading Lesson: Teach your child to read in 20 easy lessons,3,4,20,44,61,132,https://www.goodreads.com/book/show/24769588-the-reading-lesson
219,P.D. Eastman,4.08,460548,Childrens,Childrens,9.78039E+12,English,"Go, Dog. Go!",1424,4137,14429,16911,32832,69733,https://www.goodreads.com/book/show/460548.Go_Dog_Go_
220,Austin Tappan Wright,4.33,897461,Fantasy,Fiction,9.78159E+12,English,Islandia,5,20,58,132,278,493,https://www.goodreads.com/book/show/897461.Islandia
221,Beatrix Potter,4.17,19321,Childrens,Classics,9.78072E+12,English,The Tale of Peter Rabbit (The World of Beatrix Potter: Peter Rabbit),2657,6753,32076,51063,82768,175317,https://www.goodreads.com/book/show/19321.The_Tale_of_Peter_Rabbit
222,Bryce Courtenay,4.34,122,Fiction,Historical,9.78035E+12,English,The Power of One (The Power of One #1),781,1748,7272,20013,35484,65298,https://www.goodreads.com/book/show/122.The_Power_of_One
